Application_ID,Age,Gender,Marital_Status,Education,Dependents,Residence_Type,City_Tier,Employment_Type,Years_at_Current_Job,Total_Work_Experience,Monthly_Income,Annual_Income,Other_Income,Existing_Loans,Existing_Loan_Amount,Monthly_EMI,Debt_to_Income,Savings,Investments,Bank_Balance,Credit_Card_Utilization,Number_of_Bank_Accounts,Number_of_Credit_Cards,Credit_Score,Loan_Defaults,Missed_Payments,Tax_Return_Filed,PAN_Verified,Aadhaar_Verified,Loan_Purpose,Loan_Amount,Loan_Tenure,Interest_Rate,Collateral,Property_Value,Collateral_Value,Loan_to_Value,Loan_Status
APP100438,43,Male,Married,Graduate,2,Rural,1,Private,1,8,98084,1233845,0.0,1,979268,12179,12.42,1677811.0,824443.0,1730239.0,16.97,3,2,651.0,0,1,Yes,Yes,Yes,Personal,1029293,2,11.53,No,,,,Approved
APP100439,35,Male,Married,PhD,1,Urban,1,Government,5,8,109296,1348157,24279.0,1,994778,12898,11.8,731137.0,0.0,732296.0,38.3,3,3,669.0,0,1,Yes,Yes,Yes,Home,7367148,20,10.32,Yes,9696098.0,8772212.0,83.98,Approved
APP100440,54,Female,Divorced,Graduate,0,Urban,1,Self-Employed,7,27,96799,1264406,0.0,0,0,0,0.0,1192907.0,2340011.0,653872.0,15.03,3,2,628.0,0,0,No,Yes,Yes,Vehicle,1337060,5,13.09,No,,,,Approved
APP100441,54,Female,Divorced,High School,2,Urban,2,Self-Employed,1,24,166214,2218752,0.0,0,0,0,0.0,2358386.0,1750076.0,2855837.0,43.8,2,2,682.0,0,0,Yes,Yes,Yes,Home,8154384,20,11.99,Yes,11433018.0,9445827.0,86.33,Approved
APP100442,57,Male,Married,Graduate,3,Rural,4,Government,4,8,63812,833133,80026.0,1,3639744,32300,50.62,749225.0,0.0,747235.0,39.18,2,3,544.0,0,3,Yes,Yes,Yes,Education,581421,7,14.59,No,,,,Rejected
APP100443,30,Male,Single,High School,0,Urban,1,Private,3,6,50674,667008,192835.0,0,0,0,0.0,780457.0,204887.0,290789.0,44.09,3,2,647.0,0,0,Yes,Yes,Yes,Home,2400476,25,11.72,Yes,4903861.0,4439707.0,54.07,Approved
APP100444,38,Male,Married,High School,2,Urban,2,Skilled Labor,6,13,57828,772152,,2,1871581,19271,33.32,131803.0,35739.0,102275.0,89.92,1,1,647.0,0,0,Yes,Yes,Yes,Education,692243,7,12.3,No,,,,Approved
APP100445,30,Male,Married,Graduate,2,Urban,1,Government,2,8,105326,1380213,0.0,0,0,0,0.0,1556241.0,1330663.0,1540666.0,46.28,3,2,698.0,0,0,Yes,Yes,Yes,Home,3240261,15,11.02,Yes,6476146.0,6293078.0,51.49,Approved
APP100446,29,Female,Single,High School,0,Urban,1,Private,0,6,81295,1026341,0.0,0,0,0,0.0,1278788.0,0.0,689248.0,32.64,3,1,659.0,0,0,Yes,Yes,Yes,Education,545702,7,11.68,No,,,,Approved
APP100447,45,Male,Single,Diploma,0,Urban,1,Private,14,16,803538,9642456,13840.0,2,6310547,58523,7.28,4877478.0,0.0,4533568.0,22.96,2,3,844.0,0,0,Yes,Yes,Yes,Education,4103302,7,7.69,No,,,,Approved
APP100448,27,Female,Married,Graduate,3,Rural,2,Private,2,2,78405,949440,52435.0,2,3711197,33830,43.15,796412.0,1208691.0,564209.0,24.73,1,3,566.0,0,0,No,Yes,Yes,Home,2422701,25,13.74,Yes,4609643.0,3718094.0,65.16,Rejected
APP100449,34,Male,Married,Graduate,2,Rural,4,Private,4,4,70407,937330,10674.0,0,0,0,0.0,1104912.0,407253.0,1280493.0,25.39,1,1,668.0,0,0,Yes,Yes,Yes,Business,1410149,10,11.36,Yes,2103527.0,1936884.0,72.81,Approved
APP100450,38,Female,Single,Graduate,0,Rural,3,Private,1,1,63384,836499,22457.0,2,2228443,29159,46.0,812380.0,1516354.0,806302.0,45.72,2,1,578.0,0,1,No,Yes,Yes,Personal,225247,3,15.02,Yes,344056.0,312885.0,71.99,Rejected
APP100451,52,Female,Widowed,Graduate,0,Rural,3,Private,12,15,77375,1019777,11387.0,0,0,0,0.0,361449.0,0.0,453629.0,17.26,2,2,641.0,0,0,Yes,Yes,No,Home,5925483,15,13.79,Yes,7606099.0,7226850.0,81.99,Rejected
APP100452,50,Male,Married,Post Graduate,1,Rural,4,Private,6,11,54713,680911,0.0,1,1160036,13532,24.73,909459.0,190564.0,1031067.0,35.02,2,1,637.0,0,1,Yes,Yes,Yes,Home,4009867,20,12.51,Yes,5779004.0,5710035.0,70.22,Rejected
APP100453,32,Female,Single,Graduate,0,Rural,3,Government,1,3,69521,868955,183135.0,1,346007,7638,10.99,879625.0,153864.0,481613.0,31.55,1,2,609.0,0,2,No,Yes,Yes,Home,2977125,25,13.36,Yes,5655494.0,5554161.0,53.6,Approved
APP100454,24,Male,Single,High School,0,Urban,1,Skilled Labor,3,3,25366,328025,,0,0,0,0.0,502002.0,103860.0,258118.0,43.83,2,1,654.0,0,0,No,Yes,Yes,Home,1316373,20,10.58,Yes,2822725.0,2326693.0,56.58,Approved
APP100455,45,Female,Married,High School,1,Urban,4,Unemployed,2,20,37036,454150,24766.0,0,0,0,0.0,456384.0,409239.0,432287.0,11.46,1,0,638.0,0,0,No,Yes,Yes,Home,1291273,25,12.73,Yes,1647495.0,1548455.0,83.39,Rejected
APP100456,61,Female,Married,Graduate,1,Urban,1,Self-Employed,24,25,177875,2188208,80540.0,2,6699185,57617,32.39,3040998.0,0.0,882714.0,8.82,2,2,603.0,0,2,Yes,Yes,Yes,Home,10366315,20,12.74,Yes,15283197.0,12717601.0,81.51,Rejected
APP100457,27,Others,Divorced,High School,1,Urban,1,Self-Employed,2,2,40029,536226,0.0,0,0,0,0.0,539594.0,303002.0,468474.0,36.63,2,1,652.0,0,0,Yes,Yes,Yes,Vehicle,251653,5,10.31,Yes,346152.0,345830.0,72.77,Approved
APP100458,55,Male,Married,High School,1,Urban,1,Self-Employed,15,25,152759,1928410,433176.0,0,0,0,0.0,656488.0,543046.0,440717.0,21.13,3,4,701.0,0,0,Yes,Yes,Yes,Personal,2442058,2,9.63,Yes,3259406.0,3224205.0,75.74,Approved
APP100459,24,Female,Single,No Formal,0,Urban,1,Self-Employed,1,2,144282,1722369,0.0,1,6450420,62894,43.59,1247125.0,1023842.0,1437111.0,41.65,2,2,532.0,1,1,No,Yes,Yes,Business,3736864,10,14.76,Yes,4954628.0,4201703.0,88.94,Rejected
APP100460,27,Male,Married,Graduate,1,Urban,1,Self-Employed,4,6,151438,1858131,17397.0,1,6573962,60201,39.75,1416384.0,1592194.0,765401.0,54.34,4,2,653.0,0,0,Yes,Yes,Yes,Medical,873944,5,10.25,No,,,,Approved
APP100461,30,Male,Married,PhD,0,Rural,3,Self-Employed,0,2,81842,1077562,217599.0,2,5135215,66040,80.69,470060.0,,437400.0,33.22,5,1,499.0,0,3,Yes,Yes,Yes,Education,399128,5,16.7,No,,,,Rejected
APP100462,56,Male,Widowed,Graduate,1,Urban,1,Self-Employed,5,6,67903,926312,0.0,1,628828,13613,20.05,847762.0,136189.0,450272.0,35.42,3,2,642.0,0,0,Yes,Yes,Yes,Business,2084757,10,13.61,Yes,4178579.0,3719733.0,56.05,Approved
APP100463,40,Male,Divorced,No Formal,0,Urban,1,Self-Employed,5,14,111207,1371566,39837.0,0,0,0,0.0,1767340.0,910289.0,778980.0,27.92,2,2,654.0,0,0,Yes,Yes,Yes,Home,6158943,15,11.58,Yes,8950497.0,7340028.0,83.91,Approved
APP100464,41,Female,Married,Graduate,0,Rural,4,Private,3,8,37709,484823,0.0,0,0,0,0.0,610803.0,0.0,512672.0,29.17,1,2,570.0,1,0,No,Yes,Yes,Education,383306,7,15.94,Yes,791292.0,646960.0,59.25,Rejected
APP100465,44,Male,Married,Graduate,2,Urban,1,Self-Employed,0,4,109801,1324814,0.0,1,1491024,31045,28.27,1060222.0,0.0,486420.0,25.16,2,2,651.0,0,0,Yes,Yes,Yes,Vehicle,1031513,3,10.73,Yes,1927524.0,1909020.0,54.03,Approved
APP100466,27,Female,Divorced,High School,3,Urban,3,Private,0,1,66751,825874,0.0,0,0,0,0.0,1120243.0,0.0,1240382.0,12.1,1,1,644.0,0,0,Yes,Yes,Yes,Personal,449170,2,12.46,No,,,,Approved
APP100467,22,Female,Single,High School,0,Urban,1,Skilled Labor,1,1,38253,462472,0.0,4,327231,3804,9.94,714716.0,0.0,581664.0,0.0,2,1,672.0,0,0,No,Yes,Yes,Home,2017928,15,10.41,Yes,3481429.0,3160143.0,63.86,Approved
APP100468,35,Male,Single,Diploma,0,Urban,2,Self-Employed,2,3,49135,601343,0.0,1,346451,3810,7.75,896387.0,153259.0,579161.0,55.81,2,1,612.0,0,1,Yes,Yes,Yes,Home,2375876,20,13.37,Yes,3890425.0,3532270.0,67.26,Approved
APP100469,35,Male,Single,Graduate,2,Urban,2,Self-Employed,1,3,46971,579014,0.0,2,1613671,17612,37.5,150827.0,30379.0,172165.0,47.52,1,1,530.0,0,2,Yes,Yes,Yes,Vehicle,311720,3,15.3,Yes,563475.0,546268.0,57.06,Rejected
APP100470,61,Male,Married,Graduate,2,Rural,2,Private,6,11,60080,787801,20192.0,1,1031893,9412,15.67,840402.0,453935.0,829307.0,20.42,2,3,653.0,0,0,Yes,Yes,Yes,Personal,731511,2,10.88,No,,,,Approved
APP100471,33,Female,Married,High School,2,Rural,4,Skilled Labor,1,4,30904,375854,0.0,1,693880,7189,23.26,566333.0,0.0,-105092.0,53.18,3,1,638.0,0,0,No,Yes,Yes,Business,977590,10,12.87,No,,,,Approved
APP100472,53,Male,Single,Graduate,0,Rural,2,Self-Employed,4,11,116782,1528556,21238.0,0,0,0,0.0,1212367.0,239909.0,581114.0,24.58,3,3,660.0,0,0,Yes,Yes,Yes,Home,6996054,20,11.34,Yes,13385755.0,11743992.0,59.57,Approved
APP100473,52,Male,Married,Diploma,2,Urban,2,Private,0,7,44722,596152,0.0,0,0,0,0.0,768806.0,487004.0,916085.0,42.71,1,2,689.0,0,0,Yes,Yes,Yes,Personal,800240,2,10.61,No,,,,Approved
APP100474,30,Female,Single,Post Graduate,0,Urban,1,Government,3,8,78573,1029601,0.0,0,0,0,0.0,1602532.0,,1133915.0,37.97,3,1,699.0,0,0,Yes,Yes,Yes,Home,4875998,15,11.87,Yes,6124616.0,4936320.0,95.0,Approved
APP100475,44,Male,Widowed,PhD,0,Urban,2,Private,7,7,63568,776615,6754.0,2,3785955,41895,65.91,475761.0,0.0,571599.0,32.63,3,2,518.0,0,4,Yes,Yes,Yes,Vehicle,928739,5,16.38,Yes,1854451.0,1655278.0,56.11,Rejected
APP100476,41,Male,Divorced,Graduate,0,Urban,2,Government,7,8,49948,633801,380354.0,2,2498627,35709,71.49,111004.0,85129.0,87242.0,30.79,4,2,464.0,1,3,Yes,Yes,Yes,Home,2118024,15,14.61,Yes,2601452.0,2150620.0,95.0,Rejected
APP100477,32,Male,Married,Graduate,2,Urban,4,Private,6,6,37860,469496,0.0,1,349808,3812,10.07,488538.0,,323335.0,9.53,2,1,639.0,0,0,No,Yes,Yes,Business,957933,10,11.7,Yes,1809419.0,1471364.0,65.11,Approved
APP100478,28,Male,Single,Graduate,1,Urban,2,Government,1,4,96408,1270874,16021.0,0,0,0,0.0,339343.0,277968.0,377730.0,0.0,3,1,649.0,0,0,Yes,Yes,Yes,Home,3859013,25,13.61,Yes,8020223.0,7879295.0,48.98,Approved
APP100479,22,Male,Single,Graduate,0,Urban,1,Self-Employed,0,1,78965,954103,0.0,3,4140955,40773,51.63,200810.0,65079.0,211475.0,50.35,2,2,441.0,1,4,No,Yes,Yes,Business,2319385,10,16.86,Yes,5064987.0,4164276.0,55.7,Rejected
APP100480,55,Female,Married,PhD,3,Rural,3,Private,10,28,105380,1295095,23344.0,0,0,0,0.0,2499365.0,0.0,735881.0,23.97,4,3,572.0,1,0,Yes,Yes,Yes,Home,3273013,15,16.45,Yes,5679859.0,4849593.0,67.49,Rejected
APP100481,52,Female,Married,Graduate,2,Rural,2,Private,4,18,112263,1466132,0.0,3,2439057,19067,16.98,2088611.0,0.0,2499585.0,17.46,2,2,643.0,0,1,Yes,Yes,Yes,Medical,505458,3,13.25,No,,,,Approved
APP100482,38,Female,Married,Post Graduate,1,Urban,1,Government,9,10,91988,1176693,0.0,0,0,0,0.0,2300366.0,2623688.0,2525838.0,66.57,2,1,668.0,0,0,Yes,Yes,Yes,Vehicle,1254430,5,11.48,No,,,,Approved
APP100483,47,Male,Single,Diploma,0,Rural,2,Private,6,8,53060,682990,11755.0,0,0,0,0.0,234677.0,0.0,108109.0,25.9,2,1,663.0,0,0,Yes,Yes,Yes,Home,3177163,30,10.25,Yes,6429682.0,6398695.0,49.65,Approved
APP100484,34,Male,Married,Post Graduate,3,Urban,1,Private,4,6,105484,1326719,23890.0,3,1253931,10310,9.77,2322614.0,483034.0,1255328.0,82.14,3,3,679.0,0,0,No,Yes,Yes,Medical,873708,3,10.39,No,,,,Approved
APP100485,34,Male,Married,Post Graduate,2,Urban,1,Private,6,11,104843,1337146,0.0,0,0,0,0.0,1595932.0,0.0,1206673.0,17.47,2,2,706.0,0,0,Yes,Yes,Yes,Vehicle,1406705,5,9.33,No,,,,Approved
APP100486,54,Female,Married,Post Graduate,2,Urban,1,Self-Employed,0,0,75763,1017555,0.0,4,7115451,78430,95.0,216393.0,121170.0,220090.0,50.79,2,1,516.0,0,2,Yes,Yes,Yes,Medical,407314,5,16.57,No,,,,Rejected
APP100487,30,Male,Single,Graduate,1,Urban,1,Self-Employed,0,3,120538,1452450,0.0,1,7415978,71619,59.42,976223.0,0.0,805427.0,67.93,2,3,495.0,1,2,Yes,Yes,Yes,Personal,2080858,2,15.8,No,,,,Rejected
APP100488,31,Male,Married,Diploma,1,Urban,1,Private,0,0,92678,1143593,0.0,2,5074913,54580,89.85498025899071,204358.0,0.0,127092.0,98.98784180197511,3,3,512.0,0,3,Yes,Yes,Yes,Personal,968553,5,14.63,No,,,,Rejected
APP100489,21,Male,Married,Graduate,2,Urban,1,Self-Employed,0,0,106212,1429480,43062.0,3,4444609,41315,38.9,478734.0,0.0,596643.0,53.44,5,1,642.0,0,0,Yes,Yes,Yes,Vehicle,1711150,5,12.88,Yes,2986164.0,2717983.0,62.96,Approved
APP100490,36,Male,Married,Graduate,1,Urban,1,Government,0,1,91755,1109684,0.0,1,4824811,63618,69.33,928540.0,216181.0,388116.0,16.57,4,2,551.0,0,2,Yes,Yes,Yes,Home,3193088,20,14.18,Yes,6533770.0,6230577.0,51.25,Rejected
APP100491,33,Male,Single,High School,1,Urban,2,Skilled Labor,9,11,34843,421259,0.0,2,2300249,25805,74.06,38214.0,4207.0,50065.0,57.72,3,1,498.0,0,3,No,Yes,Yes,Home,2255426,25,16.19,Yes,4513538.0,4282995.0,52.66,Rejected
APP100492,37,Male,Married,High School,0,Rural,4,Skilled Labor,4,6,29127,377011,21184.0,1,1831763,19853,68.16,109406.0,69424.0,117148.0,55.54,1,0,503.0,0,3,Yes,Yes,Yes,Personal,273850,5,16.44,No,,,,Rejected
APP100493,53,Male,Widowed,High School,1,Urban,3,Private,3,8,34038,412747,0.0,0,0,0,0.0,599330.0,248653.0,380731.0,0.0,3,1,659.0,0,0,No,Yes,Yes,Personal,197846,3,11.98,No,,,,Approved
APP100494,32,Female,Married,Diploma,3,Rural,2,Government,4,4,49554,634897,0.0,1,2734374,39917,80.55,304211.0,103841.0,280179.0,62.82,2,1,388.0,1,3,Yes,Yes,Yes,Home,1340363,20,16.21,Yes,1683844.0,1499733.0,89.37,Rejected
APP100495,59,Female,Married,Post Graduate,0,Urban,1,Private,13,22,118518,1497298,0.0,0,0,0,0.0,810549.0,0.0,323527.0,41.16,3,2,661.0,0,0,Yes,Yes,Yes,Medical,908901,3,11.07,No,,,,Approved
APP100496,39,Female,Married,Diploma,3,Urban,1,Private,0,9,103710,1285354,14023.0,1,5895144,60787,58.61,315442.0,558465.0,317314.0,58.13,3,2,435.0,1,3,Yes,No,Yes,Education,397565,5,15.52,No,,,,Rejected
APP100497,39,Female,Single,High School,0,Urban,3,Skilled Labor,3,3,19264,235208,0.0,2,786193,9463,49.12,231069.0,54758.0,188226.0,31.18,1,1,588.0,0,0,No,Yes,Yes,Home,726175,20,16.44,Yes,1211431.0,1037651.0,69.98,Rejected
APP100498,49,Male,Married,High School,1,Rural,4,Unemployed,5,23,36683,456499,0.0,2,1436580,14326,39.05,121472.0,0.0,62855.0,14.13,1,1,605.0,0,1,Yes,Yes,Yes,Business,1469476,15,12.05,No,,,,Rejected
APP100499,40,Female,Married,No Formal,2,Urban,1,Self-Employed,7,12,73969,946817,0.0,1,331935,3543,4.79,1809505.0,943480.0,1482483.0,8.96,1,2,667.0,0,0,Yes,Yes,Yes,Education,562445,10,10.13,No,,,,Approved
APP100500,34,Female,Single,Graduate,0,Urban,2,Private,8,13,71649,950460,0.0,2,3071315,33418,46.64,689637.0,185807.0,340925.0,16.77,3,3,588.0,0,1,No,Yes,Yes,Business,1784378,10,15.48,No,,,,Rejected
APP100501,34,Male,Single,Post Graduate,0,Rural,4,Private,0,1,49062,642535,16334.0,0,0,0,0.0,112810.0,72349.0,73804.0,29.29,3,2,676.0,0,0,Yes,Yes,Yes,Medical,70067,5,11.07,No,,,,Approved
APP100502,43,Male,Married,No Formal,1,Urban,1,Self-Employed,7,21,138025,1829531,20438.0,1,1557503,14537,10.53,342987.0,86364.0,391031.0,41.2,3,4,705.0,0,0,Yes,Yes,Yes,Business,7265595,10,10.43,Yes,14166329.0,13487750.0,53.87,Approved
APP100503,21,Female,Single,Graduate,0,Rural,3,Government,0,0,51989,704553,28550.0,0,0,0,0.0,996673.0,499162.0,299036.0,4.12,4,1,695.0,0,0,Yes,Yes,Yes,Education,422638,10,10.3,No,,,,Approved
APP100504,51,Male,Divorced,Graduate,0,Urban,2,Private,2,29,165883,2205899,0.0,3,7820849,166083,95.0,645645.0,0.0,506139.0,76.28,5,3,417.0,1,3,Yes,Yes,Yes,Personal,1313305,5,16.73,No,,,,Rejected
APP100505,27,Male,Married,Graduate,0,Urban,2,Self-Employed,6,6,84569,1091194,0.0,0,0,0,0.0,181926.0,0.0,97982.0,6.99,2,3,660.0,0,0,Yes,Yes,Yes,Home,6492947,15,10.65,Yes,12503468.0,10209570.0,63.6,Approved
APP100506,31,Female,Married,Graduate,1,Urban,1,Private,5,8,94017,1157435,0.0,2,2055820,42263,44.95,581151.0,207646.0,664883.0,21.99,4,1,591.0,0,1,Yes,Yes,Yes,Personal,555378,2,16.04,Yes,1020253.0,816269.0,68.04,Approved
APP100507,27,Male,Married,High School,2,Urban,3,Private,0,1,77130,1003079,92024.0,1,731057,9257,12.0,206861.0,0.0,226448.0,33.0,2,2,634.0,0,0,Yes,Yes,Yes,Home,5631462,15,13.16,Yes,9893973.0,8145331.0,69.14,Approved
APP100508,27,Male,Married,High School,2,Urban,3,Private,3,4,47007,587349,0.0,1,1148268,12688,26.99,635187.0,285255.0,517728.0,58.11,1,1,650.0,0,0,Yes,Yes,Yes,Business,1823814,10,11.5,Yes,3203976.0,3103836.0,58.76,Approved
APP100509,40,Others,Single,Graduate,0,Rural,4,Private,7,8,43040,564563,53408.0,0,0,0,0.0,697160.0,752715.0,575452.0,33.75,2,1,692.0,0,0,Yes,Yes,Yes,Vehicle,266224,7,11.85,No,,,,Approved
APP100510,29,Female,Widowed,High School,2,Urban,2,Private,0,4,42411,545710,21458.0,0,0,0,0.0,160121.0,0.0,133503.0,41.39,1,2,638.0,0,0,No,Yes,Yes,Home,3247847,20,12.27,Yes,5606637.0,4925874.0,65.93,Rejected
APP100511,42,Male,Married,Graduate,1,Urban,1,Government,0,11,120911,1547323,0.0,0,0,0,0.0,2175139.0,0.0,1622391.0,33.4,2,4,698.0,0,0,Yes,Yes,Yes,Home,6358054,30,10.28,Yes,8419317.0,7028109.0,90.47,Approved
APP100512,21,Male,Single,Diploma,0,Urban,1,Government,0,0,40486,527606,0.0,0,0,0,0.0,952990.0,0.0,1130147.0,51.33,4,2,664.0,0,0,No,Yes,Yes,Education,467110,5,11.63,No,,,,Approved
APP100513,34,Male,Single,High School,0,Urban,1,Self-Employed,3,5,67721,873481,71777.0,0,0,0,0.0,977668.0,773212.0,710000.0,11.52,4,3,669.0,0,0,No,Yes,Yes,Home,3675978,20,11.16,Yes,7423288.0,5981990.0,61.45,Approved
APP100514,26,Male,Single,Post Graduate,0,Urban,1,Self-Employed,0,2,57273,689435,0.0,1,1956095,29630,51.73,651736.0,378740.0,236573.0,40.53,1,0,456.0,0,4,No,Yes,Yes,Home,2115431,25,15.13,Yes,4147211.0,3967175.0,53.32,Rejected
APP100515,39,Male,Married,High School,0,Urban,1,Skilled Labor,5,14,52206,641935,0.0,1,3027392,35035,67.11,432058.0,51900.0,395861.0,33.04,2,0,435.0,1,3,Yes,Yes,Yes,Medical,405127,3,14.0,Yes,727813.0,717880.0,56.43,Rejected
APP100516,49,Others,Married,High School,1,Urban,2,Private,9,16,59104,794820,0.0,1,1043398,12450,21.06,1145131.0,0.0,1279442.0,57.43,2,1,701.0,0,0,Yes,Yes,Yes,Vehicle,696116,7,9.47,Yes,1077474.0,1037267.0,67.11,Approved
APP100517,27,Male,Single,High School,0,Rural,4,Private,1,2,54645,691297,0.0,1,1674529,20183,36.93,635365.0,0.0,416243.0,0.0,2,1,590.0,0,0,No,Yes,Yes,Business,1740139,15,16.97,Yes,3498532.0,3447512.0,50.48,Rejected
APP100518,41,Female,Married,High School,2,Rural,4,Self-Employed,12,13,72989,887483,0.0,0,0,0,0.0,458212.0,324103.0,348013.0,16.33,2,2,645.0,0,0,Yes,Yes,Yes,Business,2444340,15,12.98,No,,,,Approved
APP100519,26,Female,Single,Graduate,0,Urban,1,Government,3,5,57448,735579,437955.0,0,0,0,0.0,464901.0,0.0,258872.0,19.72,1,2,685.0,0,0,No,Yes,Yes,Personal,692389,3,10.52,No,,,,Approved
APP100520,21,Female,Married,Graduate,0,Urban,1,Private,0,0,53050,695552,0.0,1,623050,6727,12.68,876058.0,305224.0,800879.0,24.09,2,2,638.0,0,0,No,Yes,Yes,Vehicle,708164,3,11.65,No,,,,Approved
APP100521,47,Female,Married,Diploma,3,Rural,4,Self-Employed,1,8,60603,797738,0.0,0,0,0,0.0,996777.0,351145.0,1220000.0,24.78,2,2,677.0,0,0,Yes,Yes,Yes,Education,269478,10,10.81,No,,,91.80739579723424,Approved
APP100522,45,Male,Single,Graduate,0,Urban,2,Private,4,16,98845,1187605,379014.0,1,1323201,13527,13.69,1550647.0,0.0,722703.0,33.93,4,1,668.0,0,0,Yes,Yes,Yes,Home,6812042,20,11.05,Yes,12289641.0,10723280.0,63.53,Approved
APP100523,29,Male,Married,High School,2,Urban,1,Self-Employed,2,3,37973,514722,0.0,0,0,0,0.0,633256.0,1163980.0,698281.0,40.9,1,1,683.0,0,0,Yes,Yes,Yes,Business,785030,10,11.72,Yes,980304.0,972043.0,80.76,Approved
APP100524,43,Female,Married,Graduate,3,Urban,3,Private,21,21,90997,1168342,0.0,0,0,0,0.0,935179.0,331567.0,752414.0,29.25,4,3,674.0,0,0,No,Yes,Yes,Home,3725353,30,10.13,Yes,7287351.0,6902747.0,53.97,Approved
APP100525,49,Male,Married,Graduate,1,Urban,1,Self-Employed,24,27,130969,1749775,0.0,1,1883516,18027,13.76,848015.0,0.0,1075130.0,33.89,3,3,661.0,0,0,Yes,Yes,Yes,Personal,542162,5,10.25,Yes,1030357.0,1000001.0,54.22,Approved
APP100526,33,Male,Married,Graduate,2,Urban,1,Private,0,1,82310,1029049,0.0,0,0,0,0.0,819683.0,212291.0,394991.0,15.8,3,3,694.0,0,0,Yes,Yes,Yes,Vehicle,946100,5,11.61,Yes,1992598.0,1644136.0,,Approved
APP100527,32,Male,Married,High School,1,Urban,1,Skilled Labor,3,3,49010,656932,0.0,0,0,0,0.0,1073844.0,1266992.0,1185992.0,20.92,2,1,643.0,0,0,Yes,Yes,Yes,Business,1233481,10,13.71,Yes,2662487.0,2381714.0,51.79,Approved
APP100528,23,Male,Single,Graduate,0,Rural,4,Self-Employed,0,0,47769,578707,0.0,1,1111612,12514,26.2,303009.0,147473.0,280253.0,59.92,2,1,641.0,0,0,Yes,Yes,Yes,Vehicle,693465,5,11.91,Yes,1450295.0,1251053.0,55.43,Approved
APP100529,40,Female,Divorced,Graduate,3,Rural,4,Government,4,7,47975,590839,0.0,1,649955,7039,14.67,588259.0,0.0,445128.0,53.77,4,1,640.0,0,0,Yes,Yes,Yes,Education,127076,7,12.35,Yes,154841.0,137961.0,92.11,Rejected
APP100530,41,Male,Divorced,Graduate,1,Urban,1,Private,4,5,92906,1124019,0.0,0,0,0,0.0,1108996.0,226767.0,1315147.0,14.3,2,3,645.0,0,0,Yes,Yes,Yes,Home,3280614,25,12.58,Yes,4884525.0,4005104.0,81.91,Approved
APP100531,45,Female,Married,High School,1,Urban,1,Self-Employed,21,22,128910,1649008,71069.0,1,4532118,46276,35.9,2191289.0,2760306.0,1750040.0,39.31,5,3,599.0,0,1,Yes,Yes,Yes,Personal,2319386,3,16.95,No,,,,Rejected
APP100532,30,Female,Married,Graduate,2,Urban,1,Government,0,0,85525,1011434,19204.0,1,1403622,13895,16.25,455512.0,0.0,221987.0,0.65,2,3,635.0,0,0,Yes,Yes,Yes,Home,2752293,20,12.87,Yes,4398485.0,3986064.0,69.05,Approved
APP100533,42,Male,Married,Graduate,1,Rural,3,Private,3,17,93197,1231335,0.0,0,0,0,0.0,432300.0,156966.0,381413.0,15.89,3,3,678.0,0,0,Yes,Yes,Yes,Home,3113204,30,10.88,Yes,4993091.0,4431603.0,70.25,Approved
APP100534,62,Female,Married,Post Graduate,3,Urban,2,Private,24,34,131507,1700995,0.0,0,0,0,0.0,1271718.0,1281457.0,488255.0,47.86,5,2,686.0,0,0,Yes,Yes,Yes,Home,8508182,30,10.22,Yes,15603198.0,14922935.0,57.01,Approved
APP100535,27,Female,Married,Graduate,2,Urban,1,Private,0,1,68429,889127,12696.0,2,4516581,65839,95.0,217203.0,63589.0,244831.0,75.45,1,2,481.0,0,3,Yes,Yes,Yes,Personal,448024,3,13.64,Yes,743982.0,632607.0,70.82,Rejected
APP100536,43,Male,Married,Diploma,2,Rural,3,Private,8,11,61708,788876,0.0,1,3139365,43950,71.22,449180.0,112257.0,407570.0,57.16,2,1,507.0,0,2,Yes,Yes,Yes,Vehicle,675092,7,14.19,Yes,1273552.0,1040984.0,64.85,Rejected
APP100537,47,Male,Single,Post Graduate,0,Rural,3,Government,8,9,90986,1129766,0.0,0,0,0,0.0,2109523.0,0.0,1676995.0,15.9,4,2,667.0,0,0,Yes,Yes,Yes,Home,4921272,30,11.16,Yes,9402874.0,8039416.0,61.21,Approved
APP100538,47,Male,Married,High School,3,Urban,2,Private,23,23,98829,1305892,405670.0,1,4354517,48753,49.33,150396.0,0.0,247154.0,33.21,2,2,566.0,0,2,Yes,Yes,Yes,Personal,1612722,2,14.57,No,,,,Rejected
APP100539,40,Male,Married,Post Graduate,2,Rural,4,Government,2,11,67114,833831,0.0,3,4932123,54769,81.61,164849.0,29369.0,69861.0,85.5,1,1,499.0,0,2,Yes,Yes,Yes,Personal,1014996,5,15.25,No,,,,Rejected
APP100540,43,Female,Single,Graduate,0,Urban,1,Private,0,2,79281,1017085,12950.0,0,0,0,0.0,1755517.0,1020977.0,1736369.0,36.19,1,1,650.0,0,0,Yes,Yes,Yes,Business,2935144,10,10.44,No,,,,Approved
APP100541,34,Male,Married,No Formal,1,Rural,3,Skilled Labor,0,2,29880,379017,0.0,2,1070014,12652,42.34,179126.0,0.0,213620.0,43.16,1,0,583.0,0,1,No,Yes,Yes,Medical,141848,5,15.11,No,,,,Rejected
